Date,Close_gold,Close_sp500,Close_vix,Close_eur_usd,Close_oil,CFSI
2004-11-18,44.380001068115234,1183.550048828125,12.979999542236328,1.29490065574646,46.220001220703125,-0.32
2004-11-19,44.77999877929688,1170.3399658203125,13.5,1.3039000034332275,48.43999862670898,-0.31
2004-11-22,44.95000076293945,1177.239990234375,12.970000267028809,1.3040019273757937,48.63999938964844,-0.31
2004-11-23,44.75,1176.93994140625,12.670000076293944,1.309706211090088,48.93999862670898,-0.31
2004-11-24,45.04999923706055,1181.760009765625,12.720000267028809,1.317800760269165,49.43999862670898,-0.31
2004-11-29,45.400001525878906,1178.5699462890625,13.300000190734863,1.32650625705719,49.7599983215332,-0.25
2004-11-30,45.119998931884766,1173.8199462890625,13.239999771118164,1.3298048973083496,49.130001068115234,-0.26
2004-12-01,45.380001068115234,1191.3699951171875,12.970000267028809,1.3345967531204224,45.4900016784668,-0.32
2004-12-02,44.95000076293945,1190.3299560546875,12.979999542236328,1.3261016607284546,43.25,-0.38
2004-12-03,45.59999847412109,1191.1700439453125,12.960000038146973,1.3466018438339231,42.540000915527344,-0.42
2004-12-06,45.16999816894531,1190.25,13.1899995803833,1.3396027088165283,42.97999954223633,-0.46
2004-12-07,45.11000061035156,1177.0699462890625,13.670000076293944,1.3430931568145752,41.459999084472656,-0.47
2004-12-08,44.0099983215332,1182.81005859375,13.1899995803833,1.334507703781128,41.93999862670898,-0.46
2004-12-09,43.77999877929688,1189.239990234375,12.880000114440918,1.3304064273834229,42.52999877929688,-0.47
2004-12-10,43.43999862670898,1188.0,12.760000228881836,1.3215975761413574,40.709999084472656,-0.47
2004-12-13,43.90999984741211,1198.6800537109375,12.539999961853027,1.3320013284683228,41.0099983215332,-0.48
2004-12-14,43.54999923706055,1203.3800048828125,12.729999542236328,1.3309022188186646,41.81999969482422,-0.48
2004-12-15,43.9900016784668,1205.719970703125,12.350000381469728,1.3403927087783811,44.18999862670898,-0.43
2004-12-16,43.68000030517578,1203.2099609375,12.270000457763672,1.325100064277649,44.18000030517578,-0.38
2004-12-17,44.18999862670898,1194.199951171875,11.949999809265137,1.3312920331954956,46.27999877929688,-0.35
2004-12-20,44.34000015258789,1194.6500244140625,11.829999923706056,1.3392080068588257,45.63999938964844,-0.31
2004-12-21,44.220001220703125,1205.449951171875,11.550000190734863,1.3368983268737793,45.7599983215332,-0.33
2004-12-22,44.02000045776367,1209.5699462890625,11.449999809265137,1.339100360870361,44.2400016784668,-0.36
2004-12-23,44.27000045776367,1210.1300048828125,11.229999542236328,1.3512052297592163,44.18000030517578,-0.36
2004-12-27,44.47999954223633,1204.9200439453125,12.140000343322754,1.3623977899551392,41.31999969482422,-0.35
2004-12-28,44.369998931884766,1213.5400390625,12.0,1.359397530555725,41.77000045776367,-0.37
2004-12-29,43.65999984741211,1213.449951171875,11.619999885559082,1.360692262649536,43.63999938964844,-0.39
2004-12-30,43.83000183105469,1213.550048828125,12.5600004196167,1.36280620098114,43.45000076293945,-0.41
2005-01-03,43.02000045776367,1202.0799560546875,14.079999923706056,1.3470009565353394,42.119998931884766,-0.47
2005-01-04,42.7400016784668,1188.050048828125,13.979999542236328,1.3281975984573364,43.90999984741211,-0.45
2005-01-05,42.66999816894531,1183.739990234375,14.09000015258789,1.3280036449432373,43.38999938964844,-0.41
